,Year,Artist,Song Title,Lyrics,word_count
1229,2016.0,Drake & Future,Jumpman,If Young Metro do distrust you I am going to shoot you Yeah yeah Halloween Taliban Taliban I am going to shoot you Yeah Jumpman Jumpman Jumpman them boys up to something They just spent like two or three weeks out the country Them boys up to something they just unjust bluffing You do lack to call I hit my dance like Usher woo I just found my tempo like I am DJ Mustard woo I hit that Ginobili with my left hand up like woo Lobster and Cline for all my babies that I miss Chicken fingers french fries for them hoes that want to diss Jumpman Jumpman Jumpman them boys up to something Uh uh uh I think I need some Robitussin Way too many questions you must think I trust ya You searching for answers I do ignore nothinggg woo I see em tweaking they know somethin is coming woo Jumpman Jumpman Jumpman them boys up to something woo Jumpman Jumpman Jumpman fuck was you expecting Woo ChiTown ChiTown Michael Jordan just had text me woo Jumpman Jumpman Jumpman Jumpman Jumpman Jumpman I just seen the jet take off they up to something Them boys just not bluffing them boys just not bluffing Jumpman Jumpman Jumpman them boys up to something She was tryna join the team I told her wait Chicken wings and fries we do stay_in_place on dates Nobu Nobu Nobu Nobu Nobu Nobu I just threw a private dinner in LA Trapping is a hobby that is the way for me Money coming fast we never getting sleep I I just had to buy another safe Bentley Spurs and Phantom Jordan fadeaway Yeah Jumpman Jumpman I do obviate no introduction Jumpman Jumpman Metro Boomin on production wow Hundred cousins out in Memphis they so country wow Tell her stay the night valet your car come fuck me now Jumpman Jumpman live on TNT I am flexing woo Jumpman Jumpman they gave me my own collection woo Jump when I say jump girl can you take direction Woo Mutombo with the bitches you keep getting rejected woo Heard they came through Magic City on a Monday Heard they had the club wild it was starstudded A bunch of girls going wild when your chain flooded And I had em like wow cup dirty Dopeman dopeman dopeman dopeman dopeman dopeman Money on the counter choppers on the floor I just copped that tempo DJ Mustard woo Way too much codeine and Adderall We just count up big racks whoa I know I ama get my bitch back whoa I count all these racks that I have on me now I ama have you like whoa Chanel N9 Chanel N5 well you got em both Jumpman Jumpman Jumpman them boys up to something They just spent like two or three weeks out the country Them boys up to something they just unjust bluffing Jumpman Jumpman Jumpman them boys up to somethin,494
1230,2016.0,Kent Jones,Don't Mind,Hola holana Keep telling me this and telling me that You said once you take me with you I will never go back Now I got a lesson that I want to teach I ama show you that where you from do not matter to me She said Hola Cmo ests she said Konnichiwa She said Pardon my French I said Bonjour Madame Then she said Sak pase and I said Nap boule No matter where I go you know I love em all She said Hola Cmo ests she said Konnichiwa She said Pardon my French I said Bonjour Madame Then she said Sak pase and I said Nap boule No matter where I go you know I love em all African American for sho I told her Baby come and ride the rodeo Every time I come around man I go for broke She gives me desktop til I overload Now baby you going to go where you pos to go Cause I are leave time for you every day She said she got a man keep it on the low I said he do not speak English fuck he going to say Telling me this and telling me that You said once you take me with you I will never go back Now I got a lesson that I want to teach ya Ima show you that where you from do not matter to me She said Hola Cmo ests she said Konnichiwa She said Pardon my French I said Bonjour Madame Then she said Sak pase and I said Nap boule No matter where I go you know I love em all She said Hola Cmo ests she said Konnichiwa She said Pardon my French I said Bonjour Madame Then she said Sak pase and I said Nap boule No matter where I go you know I love em all She from Africa but she fucks me like she Haitian Ass black but the eyes looking Asian I give her the can in Kansas I got it on tape she on Candid Camera Okay see I forgot we met in Oklahoma I use to smoke Regina she from Arizona Then I met a girl in Cali I never disowned her She got that high grade her weed come with diplomas I want her but she keep Telling me this and telling me that You said once you take me with you I will never go back Now I got a lesson that I want to teach ya I ama show you that where you from do not matter to me She said Hola Cmo ests she said Konnichiwa She said Pardon my French I said Bonjour Madame Then she said Sak pase and I said Nap boule No matter where I go you know I love em all She said Hola Cmo ests she said Konnichiwa She said Pardon my French I said Bonjour Madame Then she said Sak pase and I said Nap boule No matter where I go you know I love em all She said Hola Cmo ests she said Konnichiwa She said Pardon my French I said Bonjour Madame Then she said Sak pase and I said Nap boule No matter where I go you know I love em all She said Hola Cmo ests she said Konnichiwa She said Pardon my French I said Bonjour Madame Then she said Sak pase and I said Nap boule No matter where I go you know I love em all,586
1231,2016.0,Bryson Tiller,Don't,Do unmake tightness with her do differ dishonest Still not understanding this logic I am back and I am better I want you bad as ever Do prevent me just let up I want to give you better Baby it is whatever Somebody going to step up Girl I am that somebody so I am next up Be damned if I let him catch up It is easy to see that you are fed up I am on a whole nother level Girl he only fucked you over because you let him Fuck him girl I guess he did ignore any better Girl that man did disprove any effort Do all I can just to show you you are special Certain it is your love that holds me together Lately you say he been killing the vibe Gotta be sick of this guy Pull up skrr get in the ride Left hand is steering the other is gripping your thigh Light up a spliff and get high Shawty you deserve what you have been missing Looking at you I am thinking he must be tripping Play this song for him tell him Just listen Do unmake boy said he keeps on playing games And his loving are not the same I do ignore what to say but What a shame If you were mine you would leave the same If you were mine you would top everything Suicide in the drop switching lanes And that thing so fire baby no propane Got good pussy girl can I be frank To keep it 100 girl I are yes saint But he the only reason that I am feeling this way Giving you the world baby when you get space Pen game get me laid baby that is penetrate Oh baby Do not HTown got a nigga so throwed Pour up we can party some more Yeah got this drank in my cup Got a young nigga feeling so throwed Spit fire in a world so cold Young money got a nigga feeling old Spit fire in a world so cold HTown got me feeling so throwed HTown got me feeling so throwed Ride paint and we sip notil we fold HTown got me feeling so throwed Spit fire in a world so cold HTown got a nigga so throwed Do not,390
1232,2016.0,Future Featuring The Weeknd,Low Life,High high get get getting high everybody getting high Get get get getting high you are unbelievably high I just took some molly what else Got some bitch from Follies with us She going to fuck the squad what else I ama fuck her broads what else Bitch from Pakistan what up Ferraris and them Lambs what else Bout to fuck this club up what else Metro Boomin wants some more nigga I turn the Ritz into a poor house It is like eviction number four now Go head and ash it on the floor now Girl go head and show me how you go down And I feel my whole body peaking And I am fucking anybody with they legs wide Getting faded with some bitches from the West Side East coast nigga repping North Side Never waste a ho is time Bitch I am on my own time Fuck a nigga cosign Always change my number and my phone line Baby girl I do stand Used to have no money for a crib Now my room service bill cost your whole life If they try to stunt me I go all out military I am camoed all out like I am in the military I free up all my niggas locked up in the penitentiary Cause I am always repping for that low life Repping for that low life turn up Low life low life low life Know I am repping for that low low life Representing I am representing representing Said I am repping for that low life Low life low life low life low life I am representing for that low life Said I am repping for that low life I am repping that is repping I am repping Low life low life low life Rep rep rep rep rep rep rep Woo woo woo woo Yeah Wake up take a sip of Ace of Spade like it is water I been on the molly and them Xans with your daughter If she catch me cheating I will never tell her sorry If she catch me cheating I will never tell her sorry Porsches in the valet I got Bentleys I got Raris Taking pain pills on the plane getting chartered Popping tags on tags I was starving Bitch I got the juice and the carbine Turn a five star hotel to a traphouse Roaches everywhere like we forgot to take the trash out Flood my cross with ice getting money my religion Got my baby momma and my side bitch kissing I turn the Ritz into a lean house This the sixth time getting kicked out I can not feel my face I am on Adderall nauseous Niggas tryna ride my fucking wave now they salty Running with the wave get you killed quick Shoot you in your back like you Ricky Lil Mexico from no life to afterlife My whole life my whole life Cause I am always repping for that low life Low life low life low life Know I am repping for that low low life Representing I am representing representing Said I am repping for that low life Low life low life low life low life I am representing that low life Said I am repping for that low life Low life I am repping for that low life Low life low life low life Rep rep rep rep rep rep rep woo Yeah Yeah they stereotyping Cause they know a nigga keep ten rifles And they know a nigga keep ten snipers Keep a baby bottle like we wearing diapers Yeah they stereotyping Cause they know a nigga keep twenty rifles And they know a nigga keep twenty snipers And they know a nigga keep ten wifeys Sniper sniper sniper sniper sniper Wifey wifey wifey wifey wifey That is your wifey wifey wifey wifey wifey I think I like her like her like her like her That is your wifey wifey wifey wifey wifey I think I like her like her like her like her Oh that is your wifey wifey wifey wifey wifey I think I like her like her like her like her Getting high getting high getting high Everybody getting high Getting high getting high getting high Everybody getting high Getting high getting high getting high Everybody getting high Getting high getting high getting high And I am the reason why Getting high getting high getting high Everybody getting high Getting high getting high getting high Everybody getting high Getting high getting high getting high Everybody getting high Getting high getting high getting high And I am the reason why I just took some molly what else Got some bitch from Follies with us She going to fuck the squad what else I ama fuck her broads what else Bitch from Pakistan what up Ferraris and them Lambs what else Bout to fuck this club up what else Bout to fuck this club up what else,829
1235,2016.0,Kevin Gates,2 Phones,Hello What the deal Bet I got two phones one for the plug and one for the load I got two phones one for the bitches and one for the dough Think I need two more line bumping I am ring ring ringing Counting money while they ring ring ringing Trap jumping I am ring ring ringing I got two phones one for the plug and one for the load I got two phones one for the bitches and one for the dough Think I need two more line bumping I am ring ring ringing Counting money while they ring ring ringing Trap jumping I am ring ring ringing Button start the foreign oh my God I am gorgeous I just put the key inside my pocket Park it might leave to see it this a new Ferrari Man in the mirror how you choose to bother Someone said they calling I do not feel like talking Everything I get returned the way I bought it Phone be interrupting me while I am recording Phone be making women feel they unimportant Call my dog he say it is all the way retarded Keep the oil cause I am not using the Foreman Kitchen I just finished up a new performance Hater wish you well I got clientele I just got it off the scale I got two phones one for the plug and one for the load I got two phones one for the bitches and one for the dough Think I need two more line bumping I am ring ring ringing Counting money while they ring ring ringing Trap jumping I am ring ring ringing I got two phones one for the plug and one for the load I got two phones one for the bitches and one for the dough Think I need two more line bumping I am ring ring ringing Counting money while they ring ring ringing Trap jumping I am ring ring ringing There they go again one of my little friends They do take a damn how a nigga been All they want to know is what I got to give How much did I spend What I got to lend What I did and what I did unmake for them Bricks coming in somewhere on the rim Section doing numbers nowhere by a gym Dropping bottles spend I am supplying ten Jumping out a Honda I just got it in Asking what I cop none of your concern One day you gone learn what you tryna get Everything on sale going out of biz Partners up in jail going to feed the kids Jugging round the city you know what it is Bread winner business put that on the wrist I got two phones one for the plug and one for the load I got two phones one for the bitches and one for the dough Think I need two more line bumping I am ring ring ringing Counting money while they ring ring ringing Trap jumping I am ring ring ringing I got two phones one for the plug and one for the load I got two phones one for the bitches and one for the dough Think I need two more line bumping I am ring ring ringing Counting money while they ring ring ringing Trap jumping I am ring ring ringing Ring ring ringing man Find me balling hard Come from grinding hard Getting calling cards from your Barbie doll When she round me she know I am her bodyguard Money calling for me baby girl I am sorry You just high yella you not that important Weight shape her I could pin you to the carpet Smell like tartar I ama put you in the water Conversation cost a lot of chips She do not really get a lot of this Engaging where I am gazing at her hips And are not nobody making no attempts Amazing clip hanging slanging dick Maybe we can make it taking trips Maybe I was thinking too impatient Phone ringing hold up what it is I got two phones one for the plug and one for the load I got two phones one for the bitches and one for the dough Think I need two more line bumping I am ring ring ringing Counting money while they ring ring ringing Trap jumping I am ring ring ringing I got two phones one for the plug and one for the load I got two phones one for the bitches and one for the dough Think I need two more line bumping I am ring ring ringing Counting money while they ring ring ringing Trap jumping I am ring ring ringin,786
1236,2016.0,Jeremih,Oui,Ahh ahh ahh ahh ahh Ahh ahh ahh ahh ahh Ahh ahh ahh ahh ahh ahh I think about all the time Think you may need all of mine Hate to say you know that love is blind I am bout to see I will close my eyes They can not see you in here though Most of them need dollar signs to make Every day your birthday And every night your Valentine If we Tried that we could be Somewhere in the climate Is warm long as you around me I swear that everything will be just fine I wish that we could take some time Go anywhere baby I do forget Grown man in my suit and tie Hey there is no we without you and I Oh yeah ah yeah ah ah yeah Hey there is no we without you and I Oh yeah ah yeah ah ah yeah Hey there is no we without you and I See my baby know Where my baby go I go It is no better feeling you know When I am next to her for sure It is like you on my mind all day Get this off my chest Ah damn I know I love you I swear your shit the best Friends they know they hate Get that off my chest Ah yeah I think I love you Oh baby maybe If we Tried that we could be Somewhere in the climate Is warm long as you around me I swear that everything will be just fine I wish that we could take some time Go anywhere baby I do forget Grown man in my suit and tie Hey there is no we without you and I Oh yeah ah yeah ah ah yeah Hey there is no we without you and I Oh yeah ah yeah ah ah yeah Hey there is no we without you and I Oohh da du du du Oohh da du du du Oohh da du du du Oohh da du du du If we Tried that we could be Somewhere in the climate Is warm long as you around me I swear that everything will be just fine I wish that we could take some time Go anywhere baby I do forget Grown man in my suit and tie Hey there is no we without you and I Oh yeah ah yeah ah ah yeah Hey there is no we without you and I Oh yeah ah yeah ah ah yeah Hey there is no we without you and I,429
1237,2016.0,The Weeknd,In The Night,All alone she was living In a world without an end or beginning Baby girl was living life for the feeling But I do forget I do forget oh And all the wrongs she committed She was numb and she was so codependent She was young and all she had was the city But I do forget I do forget And I know That she is capable of anything it is riveting But when You wake up she is always gone gone gone oh In the night she hears him calling In the night she is dancing to relieve the pain She will never walk away I do forget you understand In the night when she comes crawling Dollar bills and tears keep falling down her face She will never walk away I do forget you understand He sang a song when he did it He was cold and he was so unforgiving Now she dances to the song on the minute Yeah all the time all the time oh It make her weak when she hear it And it got her on her knees like religion She was young and she was forced to be a woman Yeah all the time all the time And I know That she is capable of anything it is riveting But when You wake up she is always gone gone gone oh In the night she hears him calling In the night she is dancing to relieve the pain She will never walk away I do forget you understand In the night when she comes crawling Dollar bills and tears keep falling down her face She will never walk away I do forget you understand Oh baby I do forget you understand I do forget you understand I do forget you understand Oh no no I do forget you understand In the night she hears him calling In the night she is dancing to relieve the pain She will never walk away I do forget you understand In the night when she comes crawling Dollar bills and tears keep falling down her face She will never walk away I do forget you understand,360
1238,2016.0,Yo Gotti Featuring Nicki Minaj,Down In The DM,If she respond to this DM boy you fucked up She took your pictures off her Gram yall must have broke up First she love you then she blocked you boy that is fucked up It is the remix and you know what is up Ayy it go it goes down in the DM It go down in the DM It goes down in the DM It go down in the DM I tell her Snapchat me that pussymood Or FaceTime me that pussy if it iscool Boy my DM popping My DM just caught a body If you screenshotting you the police 10 likes you want OD Follow shawty then unfollow Then follow back that is so me She is like I killed em bitch I killed em really killed em Bitch you would back like that if you undo all them filters and angles I seen your girl post her BM So I hit her in her DM All eyes yeah I see em Yeah that is your man I would hate to be him It goes down in the DM It go down in the DM Your dick are evil enough to be styling on me You is a bitch ass nigga to keep on wilding on me Hit my side nigga Quick fast Pull up in that quick fast I are keep_quiet pancakes but he flip a brick fast A bunch of bad bitches are unmake the dab bitches Do be in some gangs couple Cs on their bag bitches Fuck you mean Fuck your little memes Even Queen Bey had to tell em I am the queen Check the D blessed indeed The executive producer bitch rest in peace Then he put his hands in my pants felt them thick lips and got wood He said Kylie wuss good I said Miley wuss good I said Could you pay my bills like OReilly Wuss good I just sit back and observe all these niggas that I done curved If it go down in your DM then baby boy you lucky Cause 99 of these fuckboys can not fuck me It goes down in the DM It go down in the DM It goes down in the DM It go down in the DM Yo I seen your man post a quote and a pic in bed So I hit him in the DM like Hey bighead Member when I was your woman crush He said Yeah Told him that I am headed home he could meet me there Try to beat me there let me be clear Is you eating ass too Nigga pinky swear I am just looking for a dude that could eat the twat Do he make more dough than the pizza shop Do he dress every day like it is Easter Sunday Can he give me more head than Peggy Bundy Man fuck I look like turning down some dome Man that is sorta like a dog turning down some bone Nigga know that I am a 10 that is Celine on my lens I do obviate another friend it is just me and my Ms I said What you like about me He said That your ass fat He said Would I let him eat this ice cream out my ass crack He said that It is abstractHe said Yo yo ass crack I told him I never front and then I threw that ass back It goes down in the DM It go down in the DM It goes down in the DM It go down in the DM I tell her Snapchat me that pussy Snapchat me that pussy if it iscool Snapchat me that pussy Snapchat me that pussy if it iscool I seen your girl post her BM So I hit her in her DM All eyes yeah I see em Yeah that is your man I would hate to be him It goes down in the DM It go down in the DM It goes down in the DM It go down in the DM,680
1239,2016.0,Tory Lanez,Luv,We ah sip the Henny for the day baby Bad man we no stray baby Oops I done fell for your way baby I know girl but everyone falls And I know from the first time the first time I seen your love you got me baby Even though girl I know that I will fall for you You got to know that everyone falls Oops I done fell so deep baby Oops I want you for me baby Oops I want you for me baby Oops I done fell so deep cause Everyone falls in love sometimes I do ignore bout you but it are not a crime Neefi let me love you love you love you for long time baby Neefi let me touch you neefi let me love you notil the morning oh Mmm ah mm ah mm if you let me love you Mmm ah mm ah mm if you let me touch you Mmm ah mm ah mm if you let me love you Mmm ah mm ah mm if you let me love you We ah sip that Henny for the day baby Come my my way baby Top down on the highway baby And if you let me love you wait Shawty she are odd got a visa Out of town one night teaser Need to tell them other niggas ease up I am falling but everyone falls And I know from the first time the first time I seen your love you got me baby Even though girl I know that I will fall for you You got to know that everyone falls Oops I done fell too deep baby Oops I think you got me baby Oops I want you for me baby I am falling but Everyone falls in love sometimes I do ignore bout you but it are not a crime Neefi let me love you love you love you for long time baby Neefi let me touch you neefi let me love you notil the morning oh Mmm ah mm ah mm if you let me love you Mmm ah mm ah mm if you let me touch you Mmm ah mm ah mm if you let me love you Mmm ah mm ah mm And if you want me And if you let me love you now It is true what I need Is someone for love me right now It is true I am a freak It is time to love you now And if you want me I am falling Everyone falls in love sometimes I do ignore bout you but it are not a crime Neefi let me love you love you love you for long time baby Neefi let me touch you neefi let me love you notil the morning oh Mmm ah mm ah mm if you let me love you Mmm ah mm ah mm if you let me touch you Mmm ah mm ah mm if you let me love you Mmm ah mm ah mm if you let me love you yeah,513
1240,2016.0,Beyonce,Sorry,Sorry I are unregretful Sorry I are unregretful I are unregretful nigga nah Sorry I are unregretful Sorry I are unregretful I are unregretful He trying to roll me up I are not picking up Headed to the club I are forget bout you Me and my ladies sip my DUSS cups I do take a fuck chucking my deuces up Suck on my balls pause I had enough I are forget bout you I are forget bout Middle fingers up put them hands high Wave it in his face tell him boy bye Tell him boy bye boy bye middle fingers up I are forget bout you Sorry I are unregretful Sorry I are unregretful I are unregretful nigga nah I are forget bout you Sorry I are unregretful Sorry I are unregretful I are unregretful No no hell nah Now you want to say you are sorry Now you want to call me crying Now you going to see me wilding Now I am the one that is lying And I do not feel bad about it It is exactly what you get Stop interrupting my grinding I are forget bout you Sorry I are unregretful I are forget bout you I are forget bout you Sorry I are unregretful I are forget bout you I are forget bout you Middle fingers up put them hands high Wave it in his face tell him boy bye Tell him boy bye boy bye Middle fingers up I are forget bout you Sorry I are unregretful Sorry I are unregretful I are unregretful nigga nah Sorry I are unregretful Sorry I are unregretful I are unregretful No no hell nah Looking at my watch he shoulda been home Today I regret the night I put that ring on He always got them fucking excuses I pray to the Lord you reveal what his truth is I left a note in the hallway By the time you read it I will be far away I am far away But I are not fucking with nobody Let is have a toast to the good life Suicide before you see this tear fall down my eyes Me and my baby we going to be alright We going to live a good life Big homie better grow up Me and my whoadies bout to stroll up I see them boppers in the corner They sneaking out the back door He only want me when I am here He better call Becky with the good hair He better call Becky with the good hair,429
1241,2016.0,Tory Lanez,Say It,Just keeping it honest You would not want a young nigga if I was not whipping this foreign That is why I came back top down You going to have to do more than just You going to have to do less when you Lil mama you know I Always want you to You going to have to do more than just You going to have to do less when you Lil mama you know I So you going to need to more than just And you know you know And you know in this foreign car let it go And you know you know And you know in this foreign car let you know How you know that I want you And you want me But I now know You know I know that this are wrong Cause you want me cause I got dough Ever since you walked in inside my foreign slam my door You know I know that you been on it But I been on it on the low So let a young nigga get down on it yeah Love when you spin round on it yeah Even though a young nigga want you Shawty I promise the truth And when I come down on it yeah You love when I am down on it yeah Fuck around spend time on it yeah That is why I came back top down You going to have to do more than just You going to have to do less when you Lil mama you know I Always want you to You going to have to do more than just You going to have to do less when you Lil mama you know I So you going to need to more than just And you know you know And you know in this foreign car let it go And you know you know And you know in this foreign car let you know Gots to break it down for you to let you know You know it is things you know I am down for Ai stay_in_place to act like you are not bout my dough You know I know but girl you know I am down for Take your time to find you out Wo not hesitate to take the time to waste no baby Bringing out the foreign out to play You know it is things it takes So let a young nigga get down on it yeah Love when you spin round on it yeah Even though a young nigga want you Shawty I promise the truth And when I come down on it yeah You love when I am down on it yeah Fuck around spend time on it yeah That is why I came back top down You going to have to do more than just You going to have to do less when you Lil mama you know I Always want you to You going to have to do more than just You going to have to do less when you Lil mama you know I So you going to need to more than just And you know you know And you know in this foreign car let it go And you know you know And you know in this foreign car let you know Say it baby do it baby Show it baby prove it baby Say it baby do it baby Show it baby prove it baby All I am trying to say I just want to see your body move in different ways All I want to do is come close to you You make me come through I get so close to you,615
1242,2016.0,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,Lil Wayne Wiz Khalifa and Imagine Dragons Sucker for Pain with Logic and Ty Dolla sign feat X Ambassadors Matoma False Alarm feat Becky Hill Troye Sivan WILD feat Alessia Cara Fletcher Avalanche FRENSHIP Carpet Broods We Had Everything NEIKED Sexual Cash Cash Turn feat Little Daylight Imad Royal Bad 4 U feat Blaise Railey Palmistry Lifted Ofelia K I Love My Lawyer The Hunna Bonfire Dorothy Missile Blink182 No Future Oliver Nelson Changes feat River Dizzee Rascal and Calvin Harris Hype Era Istrefi Bonbon Adele Remedy Wrabel 11 Blocks MAGIC Red Dress Pretty Sister West Coast Brandyn Burnette Underneath Cierra Ramirez Faded feat Casey Veggies and Honey C Logic Wrist feat Pusha T Miguel The Thrill Maxwell Gods Airplane Man We are on Fire Gucci Mane All My Children Steve Aoki How Else feat ILoveMakonnen and Rich The Kid Vicetone Nevada feat Cozi ZuehlsdoFrff Khalid Let is Go LANY like you lots Yellowcard Rest In Peace Broods Are You Home Dive In Rush of the Night Colony House You Know It Butch Walker Stay Gold The Tallest Man On Earth Time of the Blue Cyndi Lauper Time After Time The Avett Brothers No Hard Feelings Sigur Rs veur DREAMERS Sweet Disaster Cymbals Eat Guitars 4th of July Philadelphia Demo Taped Not Enough DJ Shadow The Sideshow feat Ernie Fresh Dreezy Close to You feat TPain LEO ISLO Blame Hannah Georgas Waste Ferras Closer Slen Diseasey KAYE Honey Marian Hill Talk to Me Venus and the Moon Marry Me Shovels and Rope I Know Motionless In White 570 Heavy Hearts Bliss,261
1243,2016.0,Bryson Tiller,Exchange,This what happen when I think bout you I get in my feelings yeah I start reminiscing yeah Next time around fuck I want it to be different yeah Waiting on a sign guess it is time for a different prayer Lord please save her for me do this one favor for me I had to change my player ways got way too complicated for me I hope she is waiting for me Everywhere she go they playing my song That is why I say the things that I say That way I know you can notice me But so so So give me all of you in exchange for me Just give me all of you in exchange for me for me Break it down yeah Yes sir Check We used to lay up and then stay up Have sex and then blow dank I should lack played no games with you just leveledup my rank Last time I saw you we are not speak that was strange Guess it is nothinggg I can do man it is true exes change yeah Aye guess you changed for the better I know you know how to make me jealous I was never loyal let you tell it yo But I am ready to fix it if you ready baby But so so So give me all of you in exchange for me Just give me all of you in exchange for me for me For real shawty You already know Yeah is you at Two Keys or Tin Roof Turn up with young Tiller we just getting loose Maybe I am lowkey feeling you do differ cynical Wo not fuck you over want to fuck you over and again The truth is I are not really here to start problems Girl I swear to God them hoes can ever say they got him Know how bad you want to tell em do not try him I do not want to tell em let is surprise em I do not want to get into it why you stressing him I have been driving Back and forth from Louisville to Lexington mileage On the whip got your ass in my grip College make you want to strip for them dollars Nah girl I got a job for you swear to God I can do a lot for you Saw you strolling through the campus I had to stop for you I was scrolling through the gram girl I had to follow you Say what is up with you You got my soul,430
1244,2016.0,Travis Scott,Antidote,Do not you open up that window Do not you let out that antidote Popping pills is all we know In the hills is all we know Do stay_in_place through the front door It is lowkey at the night show So do not you open up that window Do not you let out that antidote Party on a Sunday Do it all again on Monday Spent a check on a weekend I might do it all again I just hit a three peat Fucked three hoes I met this week I do unmake no old hoes My nigga that is a nono She just want the coco I just want dinero Who that at the front door If it is the feds oh no no no Do not you open up that window Do not you let out that antidote Popping pills is all we know In the hills is all we know Do stay_in_place through the front door It is lowkey at the night show Ayy ooh ooh At the night show At the night show At the night show Ooh at the night show Ooh at the night show Anything can happen at the night show Everything can happen at the night show Ooh at the night show Anything can happen at the night show Ooh at the night show Ooh your bitch not at home she at the night show Ooh fucking right ho Ooh had to catch a flight for the night show Ooh let is get piped though Bottles got us right though we are not sipping light no Aaahh I are leave no type though Only got one night though we can do it twice though It is lit At the night show Ooh at the night show At the night show Ooh at the night show Yeah at the night show Everything can happen at the night show Ooh at the night show Anything can happen at the night show Ooh Stacking up day to day young nigga You know you going to go get it go get it my nigga They hating they stanking they waiting Do differ mistaken we dying they staying Lord I am on fire they think that I am Satan Calling me crazy on different occasions Kicking the cameraman off of my stages Cause I do unlike how he snapping my angles I am overboard and I am overimpatient Over my niggas and these kids my ages Dealing with Mo shit that is more complicated Like these two bitches that might be related HTown you got one And you Bun B like a number one It is late night got a late show If you want to roll I got a place where Popping pills is all we know In the hills is all we know Do stay_in_place through the front door It is lowkey at the night show So do not you open up that window Do not you let out that antidote,496
1246,2016.0,Fetty Wap Featuring Remy Boyz,679,Yeaah baby 17 Ay ay look Baby girl you are so damn fine though I am tryna know if I could hit it from behind though I am sipping on you like some fine wine though And when it is over I press rewind thoughYou talking bands girl I got it Benjamins all in my pocket I traded in my Trues for some Robins He playing Batman Fetty is going to rob himI got a Glock in my Rari17 shots no 38 I got a Glock in my Rari 17 shots no 38 I am like yeah she is fine Wonder when she will be mine She walk past I press rewind To see that ass one more time And I got this sewed up Remy Boyz they know us All fast money no slow bucks No one can control us Ayy yeaah baby Uh yeah Monty Tell me what you see Is it money or it is me I smoke twenty smell the weed I got hunnies in my V They like Monty can you be my baby daddy I am like Yeah I got Robins on my jeans You see the wings on every pair All you see is Remy Boyz You know my niggas everywhere And if somebody got a problem We could meet up anywhere Now go say something Do not you niggas play dumb You know where we came from You do not want sauce no A1 I am like yeah she is fine Wonder when she will be mine She walk past I press rewind To see that ass one more time And I got this sewed up Remy Boyz they know us All fast money no slow bucks No one can control us Ayy yeaah baby Ayy they think they know us They can unrestraint us Man I got this sewed up Remy Boyz they know us 679 this is Zoo year baby Monty and the Zoovier baby ZooGang all my zoo near baby yeah baby A thousand on my shoes when I walk through baby 105 for a walkthrough baby ZooGang you know my whole zoo near And baby I am Zoovier Ayy she a cutie and she fine make me want to make her mine She are not nothinggg like them bimbos If you like it we can swerve we can light and stain up here Blowing pluck it out the window We get playing press rewind got her singing every time Take a high note for me girlfriend Got my city looking rude I are not Diddy I are not Loon but I think I need a girlfriend She feeling great as I am talking to her She a RemyGirl so I am going to pursue her I brought a lot of loud lot of Remy to sip on Thousand dollars when I get my tip on I am off her asked her if her fatty real She said that is all her got her with the happy feel I am bout to spoil her got her with the happy feel I am bout to spoil her oh my I am like yeah she is fine Wonder when she will be mine She walk past I press rewind Just to see that ass one more time And I got this sewed up Remy Boyz they know us All fast money no slow bucks No one can control us Ayy yeaah baby ZooWap Monty ZooWap Dicey Yeaah baby Remy Boyz Yeaah yeaah,581
1247,2016.0,Post Malone,White Iverson,Double OT I am a new three Saucing saucing I am saucing on you I am swagging I am swagging I am swagging ohooh I am balling I am balling Iverson on you Watch out watch out watch out yeah That is my shot that is my shot that is my shot yeah Spending I am spending all my fucking pay I got me some braids and I got me some hoes Started rocking the sleeve I can not ball with no Joes You know how I do it Concords on my toes ooh I are poor yet but you know I are repair I So if I see it I like it buy that from the store I I am with some white girls and they loving the coca Like they OT Double OT like I am KD smoking OG And you know me in my 23s and my gold teeth Bitch I am smiling bet you see me from the nosebleeds I am a new three and I change out to my new 3s White Iverson When I started balling I was young You going to think about me when I am gone I need that money like the ring I never won I won Saucing saucing I am saucing on you I am swagging I am swagging I am swagging ohooh I am balling I am balling Iverson on you Watch out watch out watch out yeah That is my shot that is my shot that is my shot yeah Spending I am spending all my fucking pay Ooh Stoney Cigarettes and a headband Commas commas in my head man Slumped over like a dead man Red and black bout my bread man I am the answer never question Lace up learn a lesson Bitch I am saucing I do this often do unmake no talking My options right when I walk in jump all them Jordans I am balling money jumping Like I am Davis from New Orleans Or bitch I am Harden I do attend nothingg Fuck practice this shit just happens know yall can sit it I have it I never pass it I work my magic High average ball on these bastards it makes me happy It is tragic I make it happen and all yall Shaqting White Iverson When I started balling I was young You going to think about me when I am gone I need that money like the ring I never won I won Saucing saucing I am saucing on you I am swagging I am swagging I am swagging ohooh I am balling I am balling Iverson on you Watch out watch out watch out yeah That is my shot that is my shot that is my shot yeah Spending I am spending all my fucking pay,469
