,Album,Album URL,Artist,Featured Artists,Lyrics,Media,Rank,Release Date,Song Title,Song URL,Writers,Year
479,Blurryface,https://genius.com/albums/Twenty-one-pilots/Blurryface,twenty one pilots,[],"[Verse 1] I just wanna stay in the sun where I find I know it's hard sometimes Pieces of peace in the sun's peace of mind I know it's hard sometimes Yeah I think about the end just way too much But it's fun to fantasize On my enemies I wouldn't wish who I was But it's fun to fantasize (Size, size)  [Chorus] Oh-oh-ohhh, oh-oh-ohhh, I'm falling So I'm taking my time on my ride Oh-oh-ohhh, I'm falling So I'm taking my time on my ride Taking my time on my ride  [Verse 2] ""I'd die for you,"" that's easy to say We have a list of people that we would take A bullet for them, a bullet for you A bullet for everybody in this room But I don't seem to see many bullets coming through See many bullets coming through Metaphorically, I'm the man But literally, I don't know what I'd do ""I'd live for you,"" and that's hard to do Even harder to say when you know it's not true Even harder to write when you know that tonight There were people back home who tried talking to you But then you ignore them still All these questions they’re for real Like who would you live for? Who would you die for? And would you ever kill?  [Chorus] Oh-oh-ohhh, oh-oh-ohhh, I'm falling So I'm taking my time on my ride Oh-oh-ohhh, I'm falling So I'm taking my time on my ride Taking my time on my ride  [Bridge] (I've been thinking too much) (I've been thinking too much) (I've been thinking too much) (I've been thinking too much) Help me (I've been thinking too much) I've been thinking too much (I've been thinking too much) Help me (I've been thinking too much) I've been thinking too much (I've been thinking too much)  [Chorus] Oh-oh-ohhh, oh-oh-ohhh, I'm falling So I'm taking my time on my ride Oh-oh-ohhh, I'm falling So I'm taking my time Taking my time on my ride woah oh oh Oh-oh-ohhh, oh-oh-ohhh, I'm falling So I'm taking my time on my ride Oh-oh-ohhh, I'm falling So I'm taking my time on my  [Outro] I’ve been thinking too much Help me I’ve been thinking too much Help me (I've been thinking too much) I’ve been thinking too much (I've been thinking too much) Help me (I've been thinking too much) I’ve been thinking too much (I've been thinking too much) Help me","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=Pw-0pbY9JeU'}, {'native_uri': 'spotify:track:2Z8WuEywRWYTKe1NybPQEW', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW'}, {'attribution': 'twentyonepilots', 'provider': 'soundcloud', 'type': 'audio', 'url': 'https://soundcloud.com/twentyonepilots/ride?in=twentyonepilots/sets/blurryface-3'}]",30,2015-05-11,Ride,https://genius.com/Twenty-one-pilots-ride-lyrics,"[{'api_path': '/artists/50268', 'header_image_url': 'https://images.genius.com/34178312a17d8e9c73067c9012dd33cb.1000x563x1.jpg', 'id': 50268, 'image_url': 'https://images.genius.com/027669db179451836c4fcdd12550e320.960x960x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Tyler Joseph', 'url': 'https://genius.com/artists/Tyler-joseph'}]",2015.0
480,Nathaniel Rateliff & The Night Sweats,https://genius.com/albums/Nathaniel-rateliff-and-the-night-sweats/Nathaniel-rateliff-the-night-sweats,Nathaniel Rateliff & The Night Sweats,[],"[Intro] Hmm- mm Hmm- mm Hmm- mm - mm - mm Hmm- mm Hmm- mm Hmm- mm - mm - mm  [Verse 1] I'm gonna need someone to help me I'm gonna need somebody's hand I'm gonna need someone to hold me down I'm gonna need someone to care I'm gonna writhe and shake my body I'll start pulling out my hair I'm going to cover myself with the ashes of you And nobody's gonna give a damn  [Chorus] Son of a bitch, give me a drink One more night This can't be me Son of a bitch If I can't get clean I'm gonna drink my life away  [Verse 2] Whoa- oh Whoa- oh Whoa- oh - oh - oh Whoa- oh Whoa- oh Whoa- oh - oh - oh Now for seventeen years I've been throwing them back Seventeen more will bury me Can somebody please just tie me down Or somebody give me a goddamn drink  [Chorus] Son of a bitch, give me a drink One more night This can't be me Son of a bitch If I can't get clean I'm gonna drink my life away Hey, yeah  [Verse 3] Hmm- mm Hmm- mm Hmm- mm - mm - mm Hmm- mm Hmm- mm Hmm- mm - mm - mm My heart was breaking, hands are shaking Bugs are crawling all over me My heart was breaking, hands are shaking Bugs are crawling all over me My heart was breaking, hands are shaking Bugs are crawling all over me My heart was aching, hands are shaking Bugs are crawling all over me  [Chorus] Son of a bitch, give me a drink One more night This can't be me Son of a bitch If I can't get clean I'm gonna drink my life away Son of a bitch, give me a drink Son of a bitch This can't be me Son of a bitch If I can't get clean I'm gonna drink my life away Yeah ah  [Outro] Whoa- oh (uh huh) Whoa- oh Whoa- oh - oh - oh Whoa- oh Whoa- oh Whoa- oh - oh - oh Whoa- oh Whoa- oh Whoa- oh - oh - oh Whoa- oh Whoa- oh Whoa- oh - oh - oh","[{'provider': 'youtube', 'start': 13, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=1iAYhQsQhSY'}, {'native_uri': 'spotify:track:1hWQvA6oGVJ2mAVsZ59AaV', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/1hWQvA6oGVJ2mAVsZ59AaV'}]",31,2015-06-23,S.O.B.,https://genius.com/Nathaniel-rateliff-and-the-night-sweats-sob-lyrics,"[{'api_path': '/artists/140330', 'header_image_url': 'https://images.genius.com/e451f4c62eb867cf53e5a267603cbbbe.960x540x1.jpg', 'id': 140330, 'image_url': 'https://images.genius.com/75dcd582841b204420bc05422033cd4f.799x799x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Nathaniel Rateliff', 'url': 'https://genius.com/artists/Nathaniel-rateliff'}]",2015.0
481,Dark Before Dawn,https://genius.com/albums/Breaking-benjamin/Dark-before-dawn,Breaking Benjamin,[],"[Verse 1] Life will come our way, it has only just begun The world will die alone, the frail will fall below Time will take our place, we return it back to one The calm before the cold, the long and lonely road  [Pre-Chorus] Look for the light that leads me home  [Chorus 1] Tired of feeling lost, tired of letting go Tear the whole world down, tear the whole world down Failure  [Verse 2] Drive the cloud away, we will fall from last to none The dark before the dawn, the world will carry on  [Pre-Chorus] Look for the light that leads me home  [Chorus 2] Tired of feeling lost, tired of letting go Tear the whole world down, tear the whole world down Tired of wasted breath, tired of nothing left Tear the whole world down, tear the whole world down Failure  [Instrumental + Bridge] Tired of feeling lost, tired of letting go Tear the whole world down, tear the whole world down Tired of wasted breath, tired of nothing left Tear the whole world down, tear the whole world down  [Outro] We bury the sunlight, we bury the sunlight Failure, failure We bury the sunlight, we bury the sunlight Failure, failure  Failure","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=fVIh1MFWDVw'}, {'native_uri': 'spotify:track:4wh0E9OwMCxcaIKTg0Mts9', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/4wh0E9OwMCxcaIKTg0Mts9'}]",32,2015-03-23,Failure,https://genius.com/Breaking-benjamin-failure-lyrics,"[{'api_path': '/artists/502352', 'header_image_url': 'https://images.genius.com/c8ea105a868a3bb5329ce38e1b2fd6d7.301x301x1.jpg', 'id': 502352, 'image_url': 'https://images.genius.com/c8ea105a868a3bb5329ce38e1b2fd6d7.301x301x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Benjamin Burnley', 'url': 'https://genius.com/artists/Benjamin-burnley'}]",2015.0
482,"How Big, How Blue, How Beautiful",https://genius.com/albums/Florence-the-machine/How-big-how-blue-how-beautiful,Florence + The Machine,[],"[Verse 1] I was on a heavy tip Trying to cross a canyon with a broken limb You were on the other side, like always Wondering what to do with life  [Verse 2] I'd already had a sip So I'd reasoned I was drunk enough to deal with it You were on the other side, like always You could never make your mind  [Pre-Chorus] And with one kiss You inspired a fire of devotion that lasts for twenty years What kind of man loves like this?  [Verse 3] To let me dangle at a cruel angle Oh, my feet don't touch the floor Sometimes you're half in and then you're half out But you never close the door  [Chorus] What kind of man loves like this? What kind of man? What kind of man loves like this? What kind of man?  [Verse 4] You're a holy fool, all coloured blue Red feet upon the floor You do such damage, how do you manage? To have me crawling back for more  [Pre-Chorus] And with one kiss And with one kiss You inspired a fire of devotion that lasts for twenty years For twenty years What kind of man loves like this?  [Chorus] What kind of man loves like this? What kind of man? What kind of man loves like this? What kind of man?  [Verse 5] But I can't beat ya, 'cause I'm still with ya ""Oh mercy"", I implore ""Oh mercy"", I implore How do you do it? I think I'm through it Then I'm back against the wall Back, back, back against the wall  [Chorus] What kind of man loves like this? What kind of man? What kind of man loves like this? What kind of man?  [Chorus] What kind of man loves like this? What kind of man? What kind of man loves like this? What kind of man?","[{'provider': 'youtube', 'start': 104, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=XgeKHTcufLY'}, {'native_uri': 'spotify:track:1w9ta1CvXlJPRXh6Py2Mto', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/1w9ta1CvXlJPRXh6Py2Mto'}]",33,2015-02-12,What Kind Of Man,https://genius.com/Florence-the-machine-what-kind-of-man-lyrics,"[{'api_path': '/artists/37558', 'header_image_url': 'https://images.genius.com/5915870c823c3c28aeb5f959105d1eee.640x427x1.jpg', 'id': 37558, 'image_url': 'https://images.genius.com/5915870c823c3c28aeb5f959105d1eee.640x427x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'John Hill', 'url': 'https://genius.com/artists/John-hill'}, {'api_path': '/artists/46496', 'header_image_url': 'https://images.genius.com/978c0fafbbf9e17133deaa569196d091.1000x665x1.jpg', 'id': 46496, 'image_url': 'https://images.genius.com/da98fe2e666e28e5263f59e98fa5b073.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Kid Harpoon', 'url': 'https://genius.com/artists/Kid-harpoon'}, {'api_path': '/artists/34525', 'header_image_url': 'https://images.genius.com/a72aec88535fd4aaa4923523fff96598.1000x661x1.jpg', 'id': 34525, 'image_url': 'https://images.genius.com/fc090b89796c553f20bf9c4d98ea08a2.925x925x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Florence Welch', 'url': 'https://genius.com/artists/Florence-welch'}]",2015.0
483,Chaos and the Calm,https://genius.com/albums/James-bay/Chaos-and-the-calm,James Bay,[],"[Verse 1] From walking home and talking loads To seeing shows in evening clothes with you From nervous touch and getting drunk To staying up and waking up with you  [Pre-Chorus 1] Now we're sleeping near the edge Holding something we don't need All this delusion in our heads Is gonna bring us to our knees  [Chorus] So, come on, let it go, just let it be Why don't you be you, and I'll be me? Everything that's broke, leave it to the breeze Why don't you be you, and I'll be me? And I'll be me  [Verse 2] From throwing clothes across the floor To teeth and claws and slamming doors at you If this is all we're living for Why are we doing it, doing it, doing it anymore?  [Pre-Chorus 2] I used to recognize myself It's funny how reflections change When we're becoming something else I think it's time to walk away  [Chorus] So, come on, let it go, just let it be Why don't you be you, and I'll be me? Everything that's broke, leave it to the breeze Why don't you be you, and I'll be me? And I'll be me  [Bridge] Tryna fit your hand inside of mine When we know it just don't belong 'Cause no force on earth could make it feel right, no, no Tryna push this problem up the hill When it's just too heavy to hold I think now's the time to let it slide  [Breakdown] So, come on, let it go, just let it be Why don't you be you, and I'll be me? Everything that's broke, leave it to the breeze Let the ashes fall, forget about me  [Outro] Come on, let it go, just let it be Why don't you be you, and I'll be me? And I'll be me (Ooh, me, you)","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=GsPq9mzFNGY'}, {'native_uri': 'spotify:track:13HVjjWUZFaWilh2QUJKsP', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP'}]",34,2014-09-15,Let It Go,https://genius.com/James-bay-let-it-go-lyrics,"[{'api_path': '/artists/221967', 'header_image_url': 'https://images.genius.com/2c9a9bd49283baa8377c4be3613511a1.500x500x1.jpg', 'id': 221967, 'image_url': 'https://images.genius.com/f047a4ca254418a92379adce27e68ac4.399x399x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'James Bay', 'url': 'https://genius.com/artists/James-bay'}, {'api_path': '/artists/108790', 'header_image_url': 'https://images.genius.com/d40b7d35edc8f371bd754bc90b9772f9.328x328x1.png', 'id': 108790, 'image_url': 'https://images.genius.com/d40b7d35edc8f371bd754bc90b9772f9.328x328x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Paul Barry', 'url': 'https://genius.com/artists/Paul-barry'}]",2015.0
484,"How Big, How Blue, How Beautiful",https://genius.com/albums/Florence-the-machine/How-big-how-blue-how-beautiful,Florence + The Machine,[],"[Verse 1] Don't touch the sleeping pills, they mess with my head Dredging up great white sharks, swimming in the bed And here comes a killer whale, to sing me to sleep Thrashing the covers off, has me by its teeth  [Pre-Chorus] And, ah, my love remind me, what was it that I said? I can't help but pull the earth around me to make my bed And, ah, my love remind me, what was it that I did? Did I drink too much? Am I losing touch? Did I build a ship to wreck?  [Chorus] To wreck, to wreck, to wreck Did I build this ship to wreck?  [Verse 2] What's with the long face? Do you want more? Thousands of red-eyed mice, scratching at the door And don't let the curtain catch you, cause you've been here before The chair is an island, darling, you can't touch the floor  [Pre-Chorus] And, ah, my love remind me, what was it that I said? I can't help but pull the earth around me to make my bed And, ah, my love remind me, what was it that I did? Did I drink too much? Am I losing touch? Did I build a ship to wreck?  [Chorus] To wreck, to wreck, to wreck Did I build this ship to wreck?  [Bridge] Good God, under starless skies We are lost, and into the breach, we got tossed And the water's coming in fast  [Pre-Chorus] And, ah, my love remind me, what was it that I said? I can't help but pull the earth around me to make my bed And, ah, my love remind me, what was it that I did? Did I drink too much? Am I losing touch? Did I build a ship to wreck?  [Chorus] To wreck, to wreck, to wreck Did I build this ship to wreck? To wreck, to wreck, to wreck Did I build this ship to wreck?","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=B9v8jLBrvug'}, {'native_uri': 'spotify:track:20NEld0MhrR4Zpgrf9brq8', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/20NEld0MhrR4Zpgrf9brq8'}]",35,2015-04-08,Ship To Wreck,https://genius.com/Florence-the-machine-ship-to-wreck-lyrics,"[{'api_path': '/artists/46496', 'header_image_url': 'https://images.genius.com/978c0fafbbf9e17133deaa569196d091.1000x665x1.jpg', 'id': 46496, 'image_url': 'https://images.genius.com/da98fe2e666e28e5263f59e98fa5b073.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Kid Harpoon', 'url': 'https://genius.com/artists/Kid-harpoon'}, {'api_path': '/artists/34525', 'header_image_url': 'https://images.genius.com/a72aec88535fd4aaa4923523fff96598.1000x661x1.jpg', 'id': 34525, 'image_url': 'https://images.genius.com/fc090b89796c553f20bf9c4d98ea08a2.925x925x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Florence Welch', 'url': 'https://genius.com/artists/Florence-welch'}]",2015.0
485,Run,https://genius.com/albums/Awolnation/Run,AWOLNATION,[],"[Intro:] I, I  [Verse 1:] I’ve been running from it all my lifetime There’s nothing wrong with you, I’m searching for my right mind Oh, you should’ve seen it they were resting on the restless This happened, literally — woke up I was headless I woke up I was headless  [Chorus:] Aaaaaaaah I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a I'm-a make a bad wolf I'm-a I'm-a Bad wolf I'm-a make a bad wolf I'm-a I'm-a I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more  [Interlude:] (You’re all still here)  [Verse 2:] Motherfucker I’ll be back from the dead soon I’ll be watching from the center of the hollow moon Oh Oh my God I think I might’ve made a mistake Waiting patiently was waiting taking up space We are waiting taking up space  [Chorus:] Aaaaaaaah I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a I'm-a make a bad wolf I'm-a I'm-a Bad wolf I'm-a make a bad wolf I'm-a I'm-a I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more  [Verse 3:] The earth below is above my feet when the clock is laughing at me When copy cats and the lazy brats are the last thing I want to see No, my enemy is a friend of mine in a friendly place to be seen Hey, you know I'll run away for a couple years just to prove I’ve never been free  [Bridge:] They will never find me here! They will never find me here! They will never find me here! They will never find me here, yeah!  [Outro:] I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more I'm-a make a deal with the bad wolf So the bad wolf don’t bite no more","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=i2PsXT88UeU'}, {'native_uri': 'spotify:track:7cfr3F2jpzjwqL6ZhGfjtH', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/7cfr3F2jpzjwqL6ZhGfjtH'}]",36,2015-01-26,Hollow Moon (Bad Wolf),https://genius.com/Awolnation-hollow-moon-bad-wolf-lyrics,"[{'api_path': '/artists/333935', 'header_image_url': 'https://images.genius.com/b31bc01751a7bebf79fef00d68e6024a.480x360x1.jpg', 'id': 333935, 'image_url': 'https://images.genius.com/435c45edc465b4eebd24ddd21f4166ec.995x995x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Aaron Bruno', 'url': 'https://genius.com/artists/Aaron-bruno'}]",2015.0
486,Summerland,https://genius.com/albums/Coleman-hell/Summerland,Coleman Hell,[],"[Chorus] There must be something in the water And there must be something about your daughter She said our love ain’t nothing but a monster Our love ain’t nothing but a monster with 2 heads  [Verse] I turn to you, you’re all I see Our love’s a monster with 2 heads and one heartbeat I turn to you, you’re all I see Our love’s a monster with 2 heads and one heartbeat We just got caught up in the moment Why don’t you call me in the morning instead? Before we turn into a monster Before we turn into a monster with 2 heads  [Pre-Chorus] I hope to god I’ll love you harder I hope to god I’ll love you longer If only I could live forever If only I could hold you longer  [Chorus] There must be something in the water And there must be something about your daughter She said our love ain’t nothing but a monster Our love ain’t nothing but a monster with 2 heads  [Verse] I turn to you, you’re all I see Our love’s a monster with 2 heads and one heartbeat I turn to you, you’re all I see Our love’s a monster with 2 heads and one heartbeat We just got caught up in the moment Why don’t you call me in the morning instead? Before we turn into a monster Before we turn into a monster with 2 heads  [Outro] I hope to god I’ll love you harder I hope to god I’ll love you longer If only I could live forever If only I could hold you longer Well, I hope to god I’ll love you harder I hope to god I’ll love you longer If only I could live forever If only I could hold you longer","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=gAeWAwdZf9I'}, {'native_uri': 'spotify:track:3bi8yEuK44vLcbjHkPH0u1', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/3bi8yEuK44vLcbjHkPH0u1'}]",37,2015-04-07,2 Heads,https://genius.com/Coleman-hell-2-heads-lyrics,"[{'api_path': '/artists/666069', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1557325849', 'id': 666069, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1557325849', 'is_meme_verified': False, 'is_verified': False, 'name': 'Robert Benvegnu', 'url': 'https://genius.com/artists/Robert-benvegnu'}, {'api_path': '/artists/66083', 'header_image_url': 'https://images.genius.com/0b3404f9b2768ad01c88ca126c94181e.1000x1000x1.jpg', 'id': 66083, 'image_url': 'https://images.genius.com/b0d3c20d6da3da788a34842b8f848784.780x780x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Coleman Hell', 'url': 'https://genius.com/artists/Coleman-hell', 'iq': 483}]",2015.0
487,Drones,https://genius.com/albums/Muse/Drones,Muse,[],"[Intro] Dead inside  [Verse 1: Matt Bellamy] Revere a million prayers And draw me into your holiness But there's nothing there Light only shines from those who share Unleash a million drones And confine me then erase me, babe Do you have no soul? It's like it died, long ago  [Chorus] Your lips feel warm to the touch You can bring me back to life On the outside, you're ablaze and alive But you're dead inside  [Guitar solo]  [Verse 2] You're free to touch the sky Whilst I am crushed and pulverised Because you need control Now I'm the one who's letting go You like to give an inch Whilst I am giving infinity But now I've got nothing left You have no cares and I'm bereft  [Chorus] Your skin feels warm to caress I see magic in your eyes On the outside, you're ablaze and alive But you're dead inside  [Bridge] Feel me now, hold me please I need you to see who I am Open up to me, stop hiding from me It's hurting, babe Only you can stop the pain Don't leave me out in the cold Don't leave me out to die I gave you everything, I can't give you any more Now I've become just like you  [Outro] My lips feel warm to the touch My words seem so alive My skin is warm to caress I'll control and hypnotize You've taught me to lie without a trace And to kill with no remorse On the outside I'm the greatest guy Now I'm dead inside","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=aTcJWhmdzpg'}, {'native_uri': 'spotify:track:2daZovie6pc2ZK7StayD1K', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/2daZovie6pc2ZK7StayD1K'}]",38,2015-03-23,Dead Inside,https://genius.com/Muse-dead-inside-lyrics,"[{'api_path': '/artists/540935', 'header_image_url': 'https://images.genius.com/2eb33095f57032a1446ae119a969397e.1000x640x1.jpg', 'id': 540935, 'image_url': 'https://images.genius.com/2ecc774d210ed870d9f64fb0281224c2.683x683x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Matthew Bellamy', 'url': 'https://genius.com/artists/Matthew-bellamy'}]",2015.0
488,Melophobia,https://genius.com/albums/Cage-the-elephant/Melophobia,Cage The Elephant,[],"[Verse 1] Did you stand there all alone? Oh I cannot explain what's going down I can see you standing next to me In and out somewhere else right now You sigh, look away I can see it clear as day Close your eyes, so afraid Hide behind that baby face  [Pre-Chorus] Do do do do do do  [Chorus 1] You can drive all night Looking for the answers in the pouring rain You wanna find peace of mind Looking for the answer  [Verse 2] Funny how it seems like yesterday As I recall you were looking out of place Gathered up your things and slipped away No time at all I followed you into the hall Cigarette daydream You were only seventeen So sweet with a mean streak Nearly brought me to my knees  [Pre-Chorus] Do do do do do do  [Chorus 2] You can drive all night Looking for the answers in the pouring rain You wanna find peace of mind Looking for the answer If we can find a reason, a reason to change Looking for the answer If you can find a reason, a reason to stay Standing in the pouring rain  [Bridge] Do do do do do Do do do do do Do do do do do Do do do do do  [Chorus 2] You can drive all night Looking for the answers in the pouring rain You wanna find peace of mind Looking for the answer If we can find a reason, a reason to change Looking for the answer If you can find a reason, a reason to stay Standing in the pouring rain","[{'native_uri': 'spotify:track:2tznHmp70DxMyr2XhWLOW0', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0'}, {'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=opeETnB8m8w'}]",39,2013-10-08,Cigarette Daydreams,https://genius.com/Cage-the-elephant-cigarette-daydreams-lyrics,"[{'api_path': '/artists/874861', 'header_image_url': 'https://images.genius.com/0423efd4cdfe06b562e01d1167b0f02e.1000x390x1.jpg', 'id': 874861, 'image_url': 'https://images.genius.com/bf381f107b1eccd24382c06f8481f090.473x473x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Matt Shultz', 'url': 'https://genius.com/artists/Matt-shultz'}, {'api_path': '/artists/874857', 'header_image_url': 'https://images.genius.com/5c3ebf3307b4781aaa939fa2c7d85e86.1000x424x1.jpg', 'id': 874857, 'image_url': 'https://images.genius.com/d42337be0862d8d384d3ce65dacefc55.469x469x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Jared Champion', 'url': 'https://genius.com/artists/Jared-champion'}, {'api_path': '/artists/874860', 'header_image_url': 'https://images.genius.com/02a8e18f3b940920e0060ea1a40cb14b.1000x521x1.jpg', 'id': 874860, 'image_url': 'https://images.genius.com/a89d90c78028e68f4ea60a01256ba7ae.996x996x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Daniel Tichenor', 'url': 'https://genius.com/artists/Daniel-tichenor'}, {'api_path': '/artists/874858', 'header_image_url': 'https://images.genius.com/a9b9558917d6b4628add6d4ea2e22523.1000x308x1.jpg', 'id': 874858, 'image_url': 'https://images.genius.com/d2eb30feb5940be809ca6ffe2d47a74e.670x670x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Brad Shultz', 'url': 'https://genius.com/artists/Brad-shultz'}, {'api_path': '/artists/647799', 'header_image_url': 'https://images.genius.com/2911961fdc1493bd62118acf84262688.1000x763x1.jpg', 'id': 647799, 'image_url': 'https://images.genius.com/73b2417fdd1401bdaa85d26be350d846.420x420x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lincoln Parish', 'url': 'https://genius.com/artists/Lincoln-parish'}]",2015.0
489,Strangers to Ourselves,https://genius.com/albums/Modest-mouse/Strangers-to-ourselves,Modest Mouse,[],"We're all going, we're all going  Well, the lampshade's on fire when the lights go out The room lit up and we ran about Well, this is what I really call a party now Packed up our cars, move to the next town  Well, the lampshade's on fire when the lights go out This is what I really call a party now Well, fear makes us really, really run around This one's done so where to now?  Our eyes light up, we have no shame at all Well, you all know what I'm talking about Shaved off my eyebrows, let 'em fall to the ground So I can't look surprised right now  Pack up again, head to the next place Where we'll make the same mistakes Burn it up or just chop it down But this one's done so where to now?  We're all going, we're all going  Well, the lampshade's on fire when the lights go out This is what I really call a party now Well, fear makes us really, really run around But this one's done so where to now?  Our eyes light up, we have no shame at all Well, you all know what I'm talking about The room lights up, well, we're still dancing around We're having fun, having some fun now  Pack up again, head to the next place Where we'll make the same mistakes Open one up and let it fall to the ground Pile out the door when it all runs out  We're all going, we're all going  We have spines and other bones We'll eat your food, we'll throw stones Well, this is how it's always gone And this is how it's going to go  Well, we're the human race We're going to party at this place And then move on (Tough luck)  We'll kill you off and then make a clone Yeah, we got spines, yeah, we have bones This is how it's always gone And this is how it's going to go  As our feelings are getting hurt Oh, we want you to do the work Our ass looks great inside these jeans Well, we want just our water clean  This is how it's always been And this is how it's going to be So you just move on  The air's on fire so we're moving on Better find another one cause this one's done Waiting for the magic of the scientist's glove To push, push, push, push, pull us up  Spend some time, float in outer space Find another planet, make the same mistakes Our mind's all shattered when we climb aboard Hoping for the scientists to find another door","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=he16ctlqAgU'}, {'native_uri': 'spotify:track:30J50x380IFf1P1H0DOtW4', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/30J50x380IFf1P1H0DOtW4'}]",40,2014-12-15,Lampshades On Fire,https://genius.com/Modest-mouse-lampshades-on-fire-lyrics,"[{'api_path': '/artists/14074', 'header_image_url': 'https://images.genius.com/02e3bd82c601b26b9f507e6e992eac14.1000x1000x1.jpg', 'id': 14074, 'image_url': 'https://images.genius.com/02e3bd82c601b26b9f507e6e992eac14.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Isaac Brock', 'url': 'https://genius.com/artists/Isaac-brock'}]",2015.0
